Wall time,Step,Value
1650358398.4747024,940,0.0
1650358444.2232301,1683,0.0
1650358489.231143,2432,0.0
1650358551.2423127,3319,0.0
1650358600.380187,4125,0.0
1650358650.8615894,4825,0.0
1650358706.2309508,5615,0.0
1650358758.7978988,6500,0.0
1650358810.1641107,7277,0.0
1650358859.3502574,8039,0.0
1650358908.6709821,8814,0.0
1650358958.8012564,9643,0.0
1650359014.5044208,10555,0.0
1650359062.3978517,11280,0.0
1650359113.9744797,12047,0.0
1650359166.67438,12917,0.0
1650359219.5997,13690,0.0
1650359272.2977436,14445,0.0
1650359328.8629231,15307,0.0
1650359373.329817,16024,0.0
1650359430.2248561,16856,0.0
1650359485.0078366,17757,0.0
1650359531.5096147,18429,0.05000000074505806
1650359580.531635,19254,0.10000000149011612
1650359633.2160773,20073,0.0
1650359677.9396076,20886,0.5
1650359720.869431,21649,0.20000000298023224
1650359770.096208,22470,0.6000000238418579
1650359814.470567,23248,0.75
1650359869.70818,24156,0.20000000298023224
1650359909.2457082,24877,0.20000000298023224
1650359958.6232681,25705,0.0
1650360004.54484,26429,0.5
1650360056.5463223,27287,0.800000011920929
1650360105.1193366,28125,0.8500000238418579
1650360151.4532497,28873,0.8500000238418579
1650360196.701343,29633,0.949999988079071
1650360240.2522845,30427,0.05000000074505806
1650360288.6037157,31247,0.8999999761581421
1650360333.7145488,32028,0.949999988079071
1650360384.9415321,32882,0.699999988079071
1650360430.2412498,33634,0.6000000238418579
1650360483.0941632,34496,0.550000011920929
1650360526.8278584,35207,0.8999999761581421
1650360577.3653226,36016,0.5
1650360626.0222752,36814,0.699999988079071
1650360681.5224185,37642,0.30000001192092896
1650360727.0264504,38425,0.05000000074505806
1650360775.416338,39223,0.6000000238418579
1650360824.677147,40025,0.75
1650360875.0045786,40822,1.0
1650360927.9197977,41682,0.800000011920929
1650360976.025634,42434,0.800000011920929
1650361030.2381544,43276,0.699999988079071
1650361080.1335642,44095,0.6499999761581421
1650361121.6484706,44804,1.0
1650361177.0750446,45715,0.800000011920929
1650361220.2413757,46442,0.6000000238418579
1650361266.7810607,47215,1.0
1650361314.284056,48031,0.8500000238418579
1650361359.7377214,48827,0.550000011920929
1650361407.7070749,49621,0.550000011920929
1650361457.658282,50432,0.800000011920929
1650361505.9600859,51235,0.550000011920929
1650361554.9793866,52049,0.6000000238418579
1650361606.4936633,52893,0.75
1650361651.3743744,53625,0.8500000238418579
1650361698.851145,54425,0.6000000238418579
1650361748.9082031,55250,0.550000011920929
1650361794.3815527,56019,0.550000011920929
1650361850.618065,56943,0.8500000238418579
1650361891.9447079,57646,0.949999988079071
1650361940.3774204,58437,1.0
1650361986.3627646,59209,0.6000000238418579
1650362035.4077563,60035,0.5
1650362086.1090615,60896,0.6499999761581421
1650362133.8803444,61696,0.800000011920929
1650362176.5528674,62408,0.8500000238418579
1650362227.1605449,63238,0.8999999761581421
1650362274.2077453,64014,0.949999988079071
1650362323.4347348,64834,1.0
1650362374.6235468,65676,0.8999999761581421
1650362418.568095,66408,0.949999988079071
1650362468.783158,67235,1.0
1650362519.2821743,68058,0.699999988079071
1650362568.4571178,68853,1.0
1650362618.0460153,69678,1.0
1650362665.2379801,70474,0.800000011920929
1650362711.5550094,71223,1.0
1650362764.380072,72086,0.699999988079071
1650362808.6010888,72823,0.800000011920929
1650362858.3498032,73643,0.75
1650362909.0581248,74459,0.800000011920929
1650362957.5247836,75272,0.800000011920929
1650363003.6524124,76032,0.800000011920929
1650363051.064544,76808,1.0
1650363102.210524,77629,0.949999988079071
1650363150.0493522,78426,0.699999988079071
1650363198.9070418,79238,0.6000000238418579
1650363247.1489077,80029,0.8500000238418579
1650363297.4799712,80826,1.0
