Wall time,Step,Value
1650479438.7922783,1648,0.0
1650479466.4683456,2442,0.0
1650479495.908712,3286,0.0
1650479523.6413734,4074,0.0
1650479551.0689936,4865,0.0
1650479583.1902366,5735,0.0
1650479609.6961024,6455,0.0
1650479639.179098,7255,0.0
1650479671.7334461,8139,0.0
1650479700.8107002,8939,0.0
1650479725.5330832,9648,0.0
1650479753.9233935,10483,0.0
1650479778.6340444,11202,0.0
1650479806.1993368,12009,0.0
1650479836.742659,12869,0.0
1650479866.9708738,13642,0.0
1650479895.5195026,14411,0.0
1650479925.458112,15296,0.0
1650479952.330966,16026,0.0
1650479984.107226,16848,0.20000000298023224
1650480014.2100747,17617,0.0
1650480042.0390282,18406,0.0
1650480071.3640318,19228,0.0
1650480100.0573614,20013,0.0
1650480126.7327862,20808,0.0
1650480157.3912222,21654,0.0
1650480184.372317,22415,0.0
1650480214.16777,23252,0.0
1650480241.5275083,24013,0.0
1650480269.8990357,24860,0.0
1650480296.1980915,25639,0.0
1650480322.6391323,26422,0.0
1650480351.2763166,27241,0.0
1650480378.7685373,28049,0.0
1650480405.5251784,28817,0.5
1650480436.7802489,29699,0.10000000149011612
1650480464.651287,30475,0.6499999761581421
1650480492.2597005,31256,0.15000000596046448
1650480521.5438592,32027,0.10000000149011612
1650480551.6937523,32835,0.15000000596046448
1650480579.2390091,33631,0.30000001192092896
1650480607.7212036,34444,0.5
1650480636.14474,35263,0.10000000149011612
1650480663.395779,36043,0.75
1650480692.7859347,36839,0.699999988079071
1650480722.2982266,37601,0.800000011920929
1650480751.6501944,38421,0.0
1650480780.1624632,39249,0.0
1650480809.236319,40094,0.0
1650480835.973166,40836,0.0
1650480864.4041765,41609,0.0
1650480894.418686,42440,0.0
1650480923.3882225,43277,0.6499999761581421
1650480948.7531395,44018,0.699999988079071
1650480977.0954092,44859,0.6499999761581421
1650481003.771961,45626,0.550000011920929
1650481034.3048148,46498,0.4000000059604645
1650481062.7257729,47287,0.4000000059604645
1650481092.085245,48051,0.4000000059604645
1650481120.6645808,48819,0.44999998807907104
1650481152.455644,49644,0.15000000596046448
1650481182.3610957,50424,0.0
1650481213.1090586,51225,0.0
1650481245.0110323,52045,0.10000000149011612
1650481272.7891204,52835,0.25
1650481299.987405,53602,0.05000000074505806
1650481327.231815,54419,0.20000000298023224
1650481355.7696195,55229,0.20000000298023224
1650481385.9401605,56103,0.15000000596046448
1650481410.5020547,56829,0.10000000149011612
1650481437.8092887,57638,0.3499999940395355
1650481465.3315601,58429,0.10000000149011612
1650481493.7730143,59206,0.20000000298023224
1650481521.2434099,60041,0.05000000074505806
1650481549.0909355,60889,0.3499999940395355
1650481573.9759164,61639,0.10000000149011612
1650481600.049353,62430,0.30000001192092896
1650481628.6499553,63283,0.4000000059604645
1650481654.3329227,64000,0.25
1650481687.2268193,64849,0.10000000149011612
1650481718.6227376,65630,0.10000000149011612
1650481751.1787326,66444,0.20000000298023224
1650481782.931892,67229,0.20000000298023224
1650481814.6934044,68020,0.20000000298023224
1650481849.231916,68877,0.30000001192092896
1650481879.5655766,69639,0.10000000149011612
1650481911.806611,70439,0.3499999940395355
1650481943.3303022,71227,0.30000001192092896
1650481978.3778536,72100,0.25
1650482008.4779594,72852,0.6000000238418579
1650482039.2947872,73623,0.4000000059604645
1650482073.0837338,74473,0.30000001192092896
1650482104.1216056,75256,0.550000011920929
1650482134.9147446,76031,0.0
1650482168.9123247,76870,0.15000000596046448
1650482203.7238004,77725,0.10000000149011612
1650482231.2711957,78406,0.30000001192092896
1650482264.325714,79221,0.05000000074505806
1650482296.0176694,80010,0.15000000596046448
1650482328.091671,80805,0.10000000149011612
