Wall time,Step,Value
1650476482.0627444,941,0.0
1650476506.0835974,1634,0.0
1650476536.4501197,2505,0.0
1650476566.22287,3288,0.0
1650476597.179851,4142,0.0
1650476623.703173,4850,0.0
1650476650.1127691,5600,0.0
1650476683.1880574,6525,0.0
1650476710.9397469,7262,0.0
1650476739.2885573,8049,0.0
1650476768.0371501,8847,0.0
1650476797.1002975,9647,0.0
1650476825.9639103,10447,0.0
1650476853.724229,11214,0.0
1650476885.7048583,12111,0.0
1650476913.991914,12911,0.0
1650476942.0067115,13711,0.0
1650476967.627352,14429,0.0
1650476995.9422674,15229,0.0
1650477024.5651135,16029,0.0
1650477052.329995,16829,0.0
1650477079.6062508,17607,0.0
1650477108.1459534,18407,0.0
1650477136.5805402,19207,0.0
1650477165.863755,20007,0.0
1650477195.4366283,20807,0.0
1650477227.5989957,21724,0.0
1650477256.5999055,22524,0.0
1650477285.5236726,23324,0.0
1650477314.5669696,24124,0.0
1650477343.635122,24920,0.0
1650477371.2417326,25720,0.0
1650477398.8746688,26520,0.0
1650477426.6745007,27320,0.0
1650477453.7228527,28120,0.0
1650477481.288693,28920,0.0
1650477506.513292,29646,0.05000000074505806
1650477533.4304953,30444,0.3499999940395355
1650477562.852638,31332,1.0
1650477591.028454,32153,0.0
1650477614.6547215,32877,0.25
1650477644.1556504,33739,0.949999988079071
1650477671.344598,34527,1.0
1650477695.449625,35267,1.0
1650477720.180444,36017,0.949999988079071
1650477746.3016903,36823,0.8500000238418579
1650477772.8475137,37638,1.0
1650477798.1857398,38412,0.8999999761581421
1650477825.0618925,39232,0.8999999761581421
1650477853.2505891,40096,1.0
1650477876.423318,40801,1.0
1650477902.9985452,41617,1.0
1650477928.5285435,42404,0.75
1650477955.3978026,43230,1.0
1650477984.580662,44093,1.0
1650478008.369211,44827,1.0
1650478039.217584,45729,0.0
1650478066.6192122,46529,0.0
1650478093.9791636,47329,0.0
1650478121.2813363,48129,0.0
1650478148.703053,48929,0.0
1650478176.1201808,49729,0.0
1650478203.5111582,50529,0.0
1650478226.3503904,51209,1.0
1650478252.7634761,52015,1.0
1650478280.5188513,52854,1.0
1650478305.1859236,53605,1.0
1650478333.3216457,54418,1.0
1650478361.5555315,55274,1.0
1650478385.9980247,56016,1.0
1650478412.9896472,56842,1.0
1650478438.3838162,57623,0.8999999761581421
1650478464.4927735,58419,1.0
1650478490.1605313,59213,0.949999988079071
1650478518.7373133,60091,1.0
1650478543.8790805,60862,1.0
1650478568.9149754,61632,1.0
1650478595.313879,62442,1.0
1650478621.8561177,63251,1.0
1650478648.0536602,64025,1.0
1650478673.5831594,64806,1.0
1650478700.975565,65646,1.0
1650478726.1460357,66411,1.0
1650478754.581348,67286,1.0
1650478779.5055168,68057,1.0
1650478805.5187528,68853,1.0
1650478832.0371122,69665,1.0
1650478856.9009945,70427,0.8500000238418579
1650478885.0213108,71283,0.949999988079071
1650478909.416159,72024,1.0
1650478937.0308695,72871,1.0
1650478963.8490632,73694,1.0
1650478987.6111631,74415,1.0
1650479015.1356156,75256,1.0
1650479040.8306327,76040,1.0
1650479068.2637775,76882,1.0
1650479092.7680357,77615,1.0
1650479120.6838996,78437,0.949999988079071
1650479146.6071844,79215,1.0
1650479176.1442204,80056,1.0
1650479205.003958,80892,1.0
