Wall time,Step,Value
1650341129.4367657,2000,0.4000000059604645
1650341129.9886622,4000,0.0476190485060215
1650341130.6315212,6000,0.0
1650341131.2016497,8000,0.0
1650341131.7387588,10000,0.0
1650341132.2384217,12000,0.0
1650341132.7776618,14000,0.0
1650341133.2349894,16000,0.0
1650341133.7573483,18000,0.0
1650341134.232768,20000,0.0
1650341134.751237,22000,0.0
1650341135.270242,24000,0.0
1650341136.105039,26000,0.0
1650341136.8266587,28000,0.0
1650341137.3936841,30000,0.0
1650341138.0682154,32000,0.0
1650341138.57444,34000,0.0
1650341139.199264,36000,0.0
1650341139.8536413,38000,0.0
1650341140.4897316,40000,0.0
1650341141.282097,42000,0.0
1650341141.9327378,44000,0.0
1650341142.5723639,46000,0.0
1650341143.2864923,48000,0.0
1650341143.9822214,50000,0.0
1650341144.4863048,52000,0.0
1650341145.0652575,54000,0.0
1650341145.6436074,56000,0.0
1650341146.3998523,58000,0.0
1650341146.9726868,60000,0.0
1650341147.6178758,62000,0.0
1650341148.2513137,64000,0.0
1650341148.9043074,66000,0.0
1650341149.532124,68000,0.0
1650341150.135993,70000,0.0
1650341150.790499,72000,0.0
1650341151.807211,74000,0.0
1650341152.3335397,76000,0.0
1650341153.3106852,78000,0.0
1650341153.8760297,80000,0.0
1650341154.4132097,82000,0.0
1650341155.459628,84000,0.0
1650341156.197932,86000,0.0
1650341156.9103146,88000,0.0
1650341157.444263,90000,0.0
1650341158.0602393,92000,0.0
1650341158.6851723,94000,0.0
1650341159.238471,96000,0.0
1650341159.760965,98000,0.0
1650341160.417675,100000,0.0
1650341161.115858,102000,0.0
1650341161.892879,104000,0.0
1650341162.5209062,106000,0.0
1650341163.212188,108000,0.0
1650341163.9524662,110000,0.0
1650341164.637155,112000,0.0
1650341165.2927055,114000,0.0
1650341165.9639015,116000,0.0
1650341166.8035703,118000,0.0
1650341167.4637165,120000,0.0
1650341168.0977397,122000,0.0
1650341168.709197,124000,0.0
1650341169.3540533,126000,0.0
1650341170.0459356,128000,0.0
1650341170.7430096,130000,0.0
1650341171.4063535,132000,0.0
1650341172.3496633,134000,0.0
1650341172.9699967,136000,0.0
1650341173.5833728,138000,0.0
1650341174.2628458,140000,0.0
1650341174.9919977,142000,0.0
1650341175.6277885,144000,0.0
1650341176.3147326,146000,0.0
1650341177.1182334,148000,0.0
1650341177.7883375,150000,0.0
1650341178.422693,152000,0.0
1650341179.1262274,154000,0.0
1650341179.7974505,156000,0.0
1650341180.496651,158000,0.0
1650341181.2052884,160000,0.0
1650341182.1013553,162000,0.0
1650341183.065135,164000,0.0
1650341183.7567582,166000,0.0
1650341184.4242322,168000,0.0
1650341185.536796,170000,0.0
1650341186.1164403,172000,0.0
1650341187.3141868,174000,0.0
1650341188.2591784,176000,0.0
1650341189.0529492,178000,0.0
1650341189.7009573,180000,0.0
1650341190.3842957,182000,0.0
1650341191.089483,184000,0.0
1650341191.8067744,186000,0.0
1650341192.8709593,188000,0.0
1650341193.501913,190000,0.0
1650341194.2181604,192000,0.0
1650341194.949682,194000,0.0
1650341195.6437905,196000,0.0
1650341196.351774,198000,0.0
1650341197.0616705,200000,0.0
1650341197.954495,202000,0.0
1650341198.659347,204000,0.0
1650341199.3856027,206000,0.0
1650341200.0822356,208000,0.0
1650341200.7854047,210000,0.0
1650341201.452909,212000,0.0
1650341202.1514788,214000,0.0
1650341202.9837723,216000,0.0
1650341203.7509341,218000,0.0
1650341204.4627361,220000,0.0
1650341205.180421,222000,0.0
1650341205.8791854,224000,0.0
1650341206.5635924,226000,0.0
1650341207.2931054,228000,0.0
1650341208.1005962,230000,0.0
1650341208.8505528,232000,0.0
1650341209.5534413,234000,0.0
1650341210.260235,236000,0.0
1650341211.132983,238000,0.0
1650341211.8337715,240000,0.0
1650341212.6004984,242000,0.0
1650341213.6572542,244000,0.0
1650341214.3861942,246000,0.0
1650341215.5298138,248000,0.0
1650341216.1683598,250000,0.0
1650341216.8262494,252000,0.0
1650341217.5158556,254000,0.0
1650341218.3161712,256000,0.0
1650341219.020983,258000,0.0
1650341219.6704273,260000,0.0
1650341220.3892198,262000,0.0
1650341221.1048985,264000,0.0
1650341221.7993689,266000,0.0
1650341222.497524,268000,0.0
1650341223.3083806,270000,0.0
1650341224.1346653,272000,0.0
1650341224.8538802,274000,0.0
1650341225.5321856,276000,0.0
1650341226.2217886,278000,0.0
1650341226.8896768,280000,0.0
1650341227.6060793,282000,0.0
1650341228.3371854,284000,0.0
1650341229.226552,286000,0.0
1650341229.8905497,288000,0.0
1650341230.6500788,290000,0.0
1650341231.1736434,292000,0.0
1650341231.7739751,294000,0.0
1650341232.3021696,296000,0.0
1650341232.9459174,298000,0.0
1650341233.627961,300000,0.0
