Wall time,Step,Value
1650348497.5657766,1718,0.550000011920929
1650348550.616114,2489,0.0
1650348598.2731493,3289,0.0
1650348659.449787,4131,0.0
1650348709.8307748,4823,0.05000000074505806
1650348765.1315403,5711,0.0
1650348817.6144676,6511,0.0
1650348866.6778498,7283,0.0
1650348920.49198,8146,0.0
1650348970.2988598,8893,0.0
1650349017.6452498,9631,0.0
1650349074.873648,10557,0.0
1650349125.3546333,11357,0.0
1650349174.1545212,12123,0.0
1650349227.7566032,12923,0.0
1650349279.3724167,13723,0.0
1650349329.2038572,14519,0.0
1650349379.5301049,15319,0.0
1650349433.086,16119,0.0
1650349484.3449962,16919,0.0
1650349534.0262449,17719,0.0
1650349586.6270516,18519,0.0
1650349636.2398303,19229,0.0
1650349686.5545447,20006,0.0
1650349736.9851072,20813,0.25
1650349792.9960876,21757,0.0
1650349844.348483,22557,0.0
1650349889.6233473,23278,0.0
1650349936.7475655,24093,0.05000000074505806
1650349983.8024561,24953,0.0
1650350033.2946258,25724,0.0
1650350078.9175267,26471,0.5
1650350121.1528728,27217,0.3499999940395355
1650350169.5936935,28052,0.0
1650350221.757835,28916,0.30000001192092896
1650350266.8354821,29624,0.30000001192092896
1650350316.5719948,30437,0.6499999761581421
1650350363.74587,31208,0.5
1650350412.411158,32008,0.44999998807907104
1650350462.6277053,32824,0.44999998807907104
1650350511.5747468,33626,0.550000011920929
1650350564.6293008,34510,0.8999999761581421
1650350609.5678911,35291,0.0
1650350657.1497142,36062,0.4000000059604645
1650350706.3964796,36841,0.699999988079071
1650350756.620644,37653,0.699999988079071
1650350810.0023441,38501,0.44999998807907104
1650350862.1826725,39342,0.6000000238418579
1650350910.3651109,40097,0.550000011920929
1650350958.6210086,40806,0.30000001192092896
1650351015.9910285,41701,0.5
1650351064.790671,42488,0.6000000238418579
1650351119.1797788,43355,0.5
1650351162.7540452,44021,0.5
1650351218.489821,44931,0.5
1650351265.2755308,45716,0.15000000596046448
1650351310.9512594,46425,0.3499999940395355
1650351365.567384,47286,0.699999988079071
1650351412.7829065,48052,0.75
1650351468.5940647,48950,0.75
1650351516.342932,49722,0.6499999761581421
1650351559.2565396,50406,0.550000011920929
1650351609.441026,51206,0.550000011920929
1650351659.1805527,52011,0.550000011920929
1650351718.9247975,52932,0.4000000059604645
1650351770.7653906,53753,0.550000011920929
1650351816.4784653,54471,0.550000011920929
1650351862.6874611,55205,0.44999998807907104
1650351915.3306367,56057,0.550000011920929
1650351961.7433257,56826,0.6000000238418579
1650352012.7899945,57636,0.4000000059604645
1650352061.5240636,58436,0.550000011920929
1650352113.1193268,59284,0.550000011920929
1650352162.0926888,60089,0.5
1650352208.5262134,60843,0.4000000059604645
1650352261.8643596,61747,0.800000011920929
1650352303.5631008,62407,0.6499999761581421
1650352360.0306716,63342,0.550000011920929
1650352406.0987513,64073,0.5
1650352457.188908,64873,0.550000011920929
1650352506.2979174,65606,0.20000000298023224
1650352561.1930528,66488,0.44999998807907104
1650352613.2422357,67324,0.44999998807907104
1650352665.891562,68138,0.5
1650352713.9347787,68938,0.6499999761581421
1650352764.349616,69721,0.3499999940395355
1650352815.6509516,70514,0.4000000059604645
1650352861.82115,71256,0.44999998807907104
1650352911.8396053,72018,0.3499999940395355
1650352960.8257682,72803,0.4000000059604645
1650353011.7384593,73621,0.6499999761581421
1650353067.4903224,74523,0.6499999761581421
1650353117.624484,75300,0.550000011920929
1650353165.2190723,76044,0.6000000238418579
1650353219.494165,76891,0.30000001192092896
1650353267.5687857,77671,0.699999988079071
1650353315.4636955,78412,0.75
1650353367.0730474,79236,0.75
1650353421.1540987,80076,0.3499999940395355
1650353468.2913015,80823,0.949999988079071
