Wall time,Step,Value
1650363431.7447472,1065,0.550000011920929
1650363453.4030623,1536,0.5
1650363476.0828512,2031,0.44999998807907104
1650363496.4763296,2510,0.6000000238418579
1650363522.26678,3080,0.4000000059604645
1650363543.7908707,3555,0.44999998807907104
1650363564.0988448,4028,0.6499999761581421
1650363587.0814476,4523,0.44999998807907104
1650363610.4539979,5018,0.550000011920929
1650363633.7627747,5513,0.44999998807907104
1650363655.0441172,6002,0.550000011920929
1650363681.432251,6596,0.5
1650363704.794831,7091,0.4000000059604645
1650363726.6970053,7586,0.699999988079071
1650363747.8485532,8069,0.550000011920929
1650363767.6046784,8506,0.5
1650363790.8496284,9001,0.6000000238418579
1650363816.9060771,9577,0.4000000059604645
1650363839.7717524,10034,0.550000011920929
1650363862.4864924,10529,0.44999998807907104
1650363885.8903828,11024,0.4000000059604645
1650363910.8069115,11566,0.550000011920929
1650363933.0361197,12061,0.5
1650363955.4443367,12556,0.6000000238418579
1650363977.3487573,13031,0.6000000238418579
1650364004.5405226,13597,0.4000000059604645
1650364026.538274,14052,0.3499999940395355
1650364049.0796912,14547,0.6499999761581421
1650364071.6775591,15026,0.44999998807907104
1650364094.9827754,15538,0.550000011920929
1650364118.1415703,16015,0.3499999940395355
1650364141.2504528,16510,0.550000011920929
1650364164.31972,17005,0.5
1650364187.413038,17500,0.5
1650364214.1957,18094,0.6000000238418579
1650364237.4290204,18589,0.44999998807907104
1650364260.9310663,19084,0.4000000059604645
1650364284.3461905,19579,0.44999998807907104
1650364304.3289902,20028,0.699999988079071
1650364327.203847,20523,0.550000011920929
1650364351.8986247,21041,0.44999998807907104
1650364377.6684065,21597,0.550000011920929
1650364398.9106445,22050,0.6000000238418579
1650364420.6279612,22511,0.6000000238418579
1650364444.6141732,23007,0.5
1650364469.2057967,23542,0.6000000238418579
1650364492.1326294,24035,0.44999998807907104
1650364516.8782084,24550,0.3499999940395355
1650364539.3916633,25043,0.550000011920929
1650364562.0526407,25509,0.4000000059604645
1650364585.8701482,26027,0.5
1650364610.2588422,26541,0.4000000059604645
1650364635.400803,27072,0.5
1650364656.5148742,27534,0.6000000238418579
1650364681.640037,28093,0.6000000238418579
1650364704.8390567,28576,0.5
1650364729.106208,29090,0.44999998807907104
1650364748.720777,29508,0.6499999761581421
1650364776.6040049,30085,0.4000000059604645
1650364795.8330312,30512,0.6499999761581421
1650364819.3751469,31007,0.5
1650364841.9980514,31500,0.6499999761581421
1650364865.6407356,32003,0.550000011920929
1650364888.9251957,32507,0.550000011920929
1650364913.740503,33017,0.30000001192092896
1650364937.2090752,33516,0.550000011920929
1650364959.8963227,34006,0.6000000238418579
1650364984.5675845,34507,0.4000000059604645
1650365011.126074,35053,0.3499999940395355
1650365033.8297164,35516,0.4000000059604645
1650365059.8291273,36071,0.6000000238418579
1650365083.8650773,36587,0.6000000238418579
1650365104.6926377,37009,0.5
1650365130.3050637,37548,0.550000011920929
1650365152.796874,38005,0.44999998807907104
1650365176.9935477,38509,0.550000011920929
1650365199.7420309,39002,0.699999988079071
1650365225.6552703,39560,0.6499999761581421
1650365247.2692506,40002,0.5
1650365272.0681002,40521,0.4000000059604645
1650365295.6008165,41052,0.6499999761581421
1650365321.5063045,41596,0.550000011920929
1650365342.1950865,42011,0.6499999761581421
1650365365.8605604,42538,0.6499999761581421
1650365391.168385,43048,0.30000001192092896
1650365414.0924995,43543,0.6000000238418579
1650365436.3821893,44023,0.699999988079071
1650365461.336853,44538,0.44999998807907104
1650365485.4455652,45045,0.5
1650365511.615911,45590,0.5
1650365532.4686973,46020,0.5
1650365559.516848,46560,0.30000001192092896
1650365583.0347471,47073,0.699999988079071
1650365608.4545462,47589,0.3499999940395355
1650365630.270781,48029,0.30000001192092896
1650365653.4537122,48503,0.4000000059604645
1650365681.2402995,49086,0.3499999940395355
1650365700.9033628,49505,0.5
1650365718.7794704,50014,0.699999988079071
1650365748.4156637,50561,0.30000001192092896
