Wall time,Step,Value
1650365798.3438673,1033,0.550000011920929
1650365822.5238638,1528,0.5
1650365847.064401,2088,1.0
1650365866.9768698,2523,0.4000000059604645
1650365893.6542222,3075,0.5
1650365919.3474953,3598,0.0
1650365942.5624716,4079,0.0
1650365964.2684038,4574,0.6000000238418579
1650365987.0212576,5061,0.4000000059604645
1650366009.7157125,5556,0.5
1650366034.3224123,6051,0.0
1650366057.00471,6514,0.5
1650366080.9335208,7009,0.44999998807907104
1650366107.1341174,7587,0.4000000059604645
1650366132.9174018,8082,0.4000000059604645
1650366156.45037,8577,0.550000011920929
1650366181.063117,9072,0.4000000059604645
1650366205.6228442,9567,0.5
1650366229.7556746,10062,0.3499999940395355
1650366253.7762609,10557,0.44999998807907104
1650366279.0172074,11085,0.6000000238418579
1650366299.8855104,11522,0.6499999761581421
1650366322.907538,12017,0.550000011920929
1650366348.4980044,12564,0.6000000238418579
1650366370.6260314,13024,0.6000000238418579
1650366393.9750867,13504,0.6499999761581421
1650366418.5246382,14040,0.6499999761581421
1650366442.8664193,14535,0.30000001192092896
1650366468.6053562,15089,1.0
1650366488.4243877,15520,0.550000011920929
1650366512.466537,16018,0.5
1650366537.2866695,16546,0.5
1650366561.9417422,17072,0.6000000238418579
1650366583.132285,17503,0.3499999940395355
1650366607.5775733,18008,0.44999998807907104
1650366631.9994657,18525,0.6000000238418579
1650366656.7183309,19036,0.550000011920929
1650366680.0620375,19527,0.6000000238418579
1650366704.6595159,20042,1.0
1650366728.9286163,20541,0.550000011920929
1650366750.9553936,21040,1.0
1650366772.013751,21527,1.0
1650366792.834827,22006,1.0
1650366815.4812505,22526,1.0
1650366837.8746288,23030,1.0
1650366861.8772771,23578,1.0
1650366883.0784824,24028,1.0
1650366908.237037,24598,1.0
1650366927.2604036,25020,1.0
1650366951.2655509,25565,1.0
1650366971.391248,26002,1.0
1650366996.6156688,26552,1.0
1650367017.5651536,27013,1.0
1650367040.5843554,27524,0.6000000238418579
1650367062.5514984,28000,1.0
1650367089.2767022,28562,0.5
1650367110.4893305,29005,0.550000011920929
1650367137.0674453,29533,1.0
1650367160.4920597,30040,1.0
1650367181.9577584,30505,1.0
1650367205.2185488,31011,1.0
1650367229.9897182,31515,0.4000000059604645
1650367253.079457,32007,1.0
1650367277.8971498,32507,0.3499999940395355
1650367301.416951,33019,1.0
1650367325.3387878,33509,0.5
1650367351.835141,34075,0.44999998807907104
1650367376.0972004,34567,0.5
1650367400.9115083,35066,0.4000000059604645
1650367424.6153738,35573,0.6499999761581421
1650367447.761294,36043,0.44999998807907104
1650367469.9363875,36506,0.6000000238418579
1650367496.3546946,37044,0.4000000059604645
1650367518.8441505,37507,0.5
1650367546.272474,38082,1.0
1650367567.7191787,38523,0.5
1650367592.317846,39044,1.0
1650367615.2670197,39516,0.5
1650367640.138041,40016,0.4000000059604645
1650367663.549999,40508,0.4000000059604645
1650367688.5673456,41061,1.0
1650367709.7451713,41509,1.0
1650367734.1666403,42052,1.0
1650367755.646822,42510,1.0
1650367778.1443472,43001,1.0
1650367801.8828,43512,1.0
1650367826.8313081,44083,1.0
1650367847.4268794,44504,1.0
1650367871.1160965,45020,1.0
1650367896.4007788,45572,1.0
1650367920.205971,46094,1.0
1650367941.2904952,46553,1.0
1650367962.0826123,47001,1.0
1650367985.5653076,47511,1.0
1650368010.8977785,48057,1.0
1650368032.6156325,48520,1.0
1650368055.4649467,49033,1.0
1650368079.307638,49591,1.0
1650368096.9146197,50019,1.0
1650368121.2636924,50517,1.0
