Wall time,Step,Value
1650341900.884514,10000,1.0
1650341906.4887846,20000,0.8333333134651184
1650341910.5662103,30000,0.9599999785423279
1650341915.7903583,40000,0.9767441749572754
1650341921.7469368,50000,1.0
1650341926.1530845,60000,1.0
1650341929.517421,70000,1.0
1650341934.3731558,80000,1.0
1650341942.800795,90000,1.0
1650341950.7736459,100000,1.0
1650341958.6391933,110000,1.0
1650341966.3445563,120000,1.0
1650341970.8579583,130000,1.0
1650341974.8944411,140000,1.0
1650341979.5707314,150000,1.0
1650341986.4948623,160000,1.0
1650341995.1313038,170000,1.0
1650342006.6217296,180000,1.0
1650342020.8475578,190000,1.0
1650342026.7514796,200000,1.0
1650342038.7090433,210000,1.0
1650342043.8380115,220000,1.0
1650342048.3986351,230000,1.0
1650342054.818722,240000,1.0
1650342061.1172132,250000,1.0
1650342066.9690611,260000,1.0
1650342072.7070754,270000,1.0
1650342078.6427517,280000,1.0
1650342084.6475976,290000,1.0
1650342088.96419,300000,1.0
