Wall time,Step,Value
1650342124.9416916,20000,0.5454545617103577
1650342130.421164,30000,1.0
1650342135.9060926,40000,0.8421052694320679
1650342140.2527404,50000,0.9523809552192688
1650342144.007288,60000,0.9803921580314636
1650342148.0875838,70000,1.0
1650342153.491783,80000,1.0
1650342158.1576412,90000,1.0
1650342162.9591446,100000,1.0
1650342168.8607607,110000,1.0
1650342172.480831,120000,1.0
1650342176.9750462,130000,1.0
1650342182.7713392,140000,1.0
1650342191.331948,150000,1.0
1650342200.7875118,160000,1.0
1650342207.339238,170000,1.0
1650342217.3845923,180000,1.0
1650342220.6261072,190000,1.0
1650342224.4777296,200000,1.0
1650342228.890648,210000,1.0
1650342234.1794138,220000,1.0
1650342239.9644084,230000,1.0
1650342243.8550282,240000,1.0
1650342246.8106556,250000,1.0
1650342251.8127465,260000,1.0
1650342256.6096675,270000,1.0
1650342262.217088,280000,1.0
1650342272.9868956,290000,1.0
1650342279.5664105,300000,1.0
